make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,lnprice
alfa-romero,gas,std,two,convertible,rwd,front,-1.71600653624306,-0.432917477877938,-0.846112171597118,-2.05745451245886,0.000293484381221431,dohc,cuatro-o-menos,0.118348179797706,mpfi,0.512147342580597,-1.86167091532231,-0.288304744600701,0.230378310567833,-0.265326846621726,-0.659815105369895,-0.54658277250396,9.5100745254521
alfa-romero,gas,std,two,hatchback,rwd,front,-0.723765525187843,-0.237278947644061,-0.178852979361978,-0.576392637071054,0.540203544317499,ohcv,cinco-seis,0.689739618006538,mpfi,-2.41228267693886,0.685598832756437,-0.288304744600701,1.39723676032913,-0.265326846621726,-0.970882251036382,-0.693042797180436,9.71111565988867
audi,gas,std,four,sedan,fwd,front,0.167569620336329,0.202907745382168,0.154776616755592,0.20527890827251,-0.413964779788068,ohc,cuatro-o-menos,-0.427070920310725,mpfi,-0.52435949978073,0.459891386724142,-0.0372899324090846,-0.0138478765915092,0.78515087265613,-0.193214386870164,-0.107202698474534,9.54323478724951
audi,gas,std,four,sedan,4wd,front,0.100299043315638,0.202907745382168,0.25009935850347,0.20527890827251,0.542166853626358,ohc,cinco-seis,0.274182208400114,mpfi,-0.52435949978073,0.459891386724142,-0.539319556792317,0.338923282638652,0.78515087265613,-1.12641582386963,-1.27888289588634,9.76709492763057
audi,gas,std,two,sedan,fwd,front,0.167569620336329,0.259968983367051,0.202437987629528,-0.288408383523424,-0.0802021972820053,ohc,cinco-seis,0.274182208400114,mpfi,-0.52435949978073,0.459891386724142,-0.413812150696509,0.203242067550128,0.78515087265613,-0.970882251036382,-0.839502821856912,9.63233478203556
audi,gas,std,four,sedan,fwd,front,1.17662827564671,1.51531621903444,2.63316790220039,0.78124741536777,0.581433039803542,ohc,cinco-seis,0.274182208400114,mpfi,-0.52435949978073,0.459891386724142,-0.413812150696509,0.203242067550128,0.78515087265613,-0.970882251036382,-0.839502821856912,9.78188473077688
audi,gas,std,four,wagon,fwd,front,1.17662827564671,1.51531621903444,2.63316790220039,0.78124741536777,0.797397063778052,ohc,cinco-seis,0.274182208400114,mpfi,-0.52435949978073,0.459891386724142,-0.413812150696509,0.203242067550128,0.78515087265613,-0.970882251036382,-0.839502821856912,9.84797484260587
audi,gas,turbo,four,sedan,fwd,front,1.17662827564671,1.51531621903444,2.63316790220039,0.863528630667091,1.05655389254747,ohc,cinco-seis,0.144320517898107,mpfi,-0.746468108858157,0.459891386724142,-0.464015113134832,1.01732935808127,0.78515087265613,-1.28194939670287,-1.57180294523929,10.0805871653489
bmw,gas,std,two,sedan,rwd,front,0.403016639908753,0.219210956234993,-0.512482575479548,0.20527890827251,-0.300092839874235,ohc,cuatro-o-menos,-0.453043258411126,mpfi,0.62320164711931,-1.47474386498123,-0.338507707039024,-0.0409841196092139,1.41543750422284,-0.348747959703408,-0.253662723151009,9.70686421103131
bmw,gas,std,four,sedan,rwd,front,0.403016639908753,0.219210956234993,-0.512482575479548,0.20527890827251,-0.300092839874235,ohc,cuatro-o-menos,-0.453043258411126,mpfi,0.62320164711931,-1.47474386498123,-0.338507707039024,-0.0409841196092139,1.41543750422284,-0.348747959703408,-0.253662723151009,9.73654709778048
bmw,gas,std,two,sedan,rwd,front,0.403016639908753,0.219210956234993,-0.512482575479548,0.20527890827251,0.31834959241641,ohc,cinco-seis,1.00140767521136,mpfi,-0.0801422816258754,-0.217230951372739,-0.288304744600701,0.50174074074488,-1.84104342553851,-0.659815105369895,-0.400122747827485,9.95084812389597
bmw,gas,std,four,sedan,rwd,front,0.403016639908753,0.219210956234993,-0.512482575479548,0.20527890827251,0.426331604403666,ohc,cinco-seis,1.00140767521136,mpfi,-0.0801422816258754,-0.217230951372739,-0.288304744600701,0.50174074074488,-1.84104342553851,-0.659815105369895,-0.400122747827485,9.9572652582166
bmw,gas,std,four,sedan,rwd,front,0.789822457777733,1.21370681825721,0.488406212873162,0.78124741536777,0.995691303972831,ohc,cinco-seis,1.00140767521136,mpfi,-0.0801422816258754,-0.217230951372739,-0.288304744600701,0.50174074074488,-1.84104342553851,-0.815348678203139,-0.839502821856912,10.1090779446027
bmw,gas,std,four,sedan,rwd,front,0.789822457777733,1.21370681825721,0.488406212873162,0.78124741536777,1.33927043302319,ohc,cinco-seis,2.17016288972942,mpfi,1.06741886527416,0.427647465862386,-0.539319556792317,2.15705156482487,0.575055328800559,-1.43748296953611,-1.27888289588634,10.3339704236196
bmw,gas,std,two,sedan,rwd,front,0.789822457777733,1.60498387872497,0.965019921612546,-0.0415647376254557,1.63376682935207,ohc,cinco-seis,2.17016288972942,mpfi,1.06741886527416,0.427647465862386,-0.539319556792317,2.15705156482487,0.575055328800559,-1.43748296953611,-1.27888289588634,10.6289809091353
bmw,gas,std,four,sedan,rwd,front,1.88296933436398,1.86583525237014,2.3948610478307,1.02809106126574,1.87918049295947,ohc,cinco-seis,2.17016288972942,mpfi,1.06741886527416,0.427647465862386,-0.539319556792317,2.15705156482487,0.575055328800559,-1.59301654236936,-1.57180294523929,10.5154246776705
chevrolet,gas,std,two,hatchback,fwd,front,-1.7496418247534,-2.69091218099396,-2.65724426480677,-0.247267775873762,-2.08081438300952,l,cuatro-o-menos,-1.67374314912999,2bbl,-1.56086634214205,-0.733133685160839,-0.162797338504893,-1.47920499954756,-0.0552313027661546,3.38405778829444,3.2613778690844,8.54694614956559
chevrolet,gas,std,two,hatchback,fwd,front,-0.723765525187843,-1.48447457788504,-1.08441902596681,-0.740955067669699,-1.32297698978987,ohc,cuatro-o-menos,-0.920545344218353,2bbl,-1.1166491239872,-0.475182318266789,-0.137695857285731,-0.882207653158059,0.575055328800559,1.98425563279525,1.79677762231965,8.74751094647845
chevrolet,gas,std,four,sedan,fwd,front,-0.723765525187843,-1.2480780205191,-1.08441902596681,-0.740955067669699,-1.2542611639798,ohc,cuatro-o-menos,-0.920545344218353,2bbl,-1.1166491239872,-0.475182318266789,-0.137695857285731,-0.882207653158059,0.575055328800559,1.98425563279525,1.79677762231965,8.79102985704596
dodge,gas,std,two,hatchback,fwd,front,-0.858306679229227,-1.37035210191528,-0.989096284218932,-1.23464235946564,-1.31905037117215,ohc,cuatro-o-menos,-0.920545344218353,2bbl,-1.33875773306463,-0.0882552679257136,-0.185388671602138,-0.936480139193469,0.78515087265613,1.828722059962,1.5038575729667,8.6255093348997
dodge,gas,std,two,hatchback,fwd,front,-0.858306679229227,-1.37035210191528,-0.989096284218932,-1.23464235946564,-1.31905037117215,ohc,cuatro-o-menos,-0.920545344218353,2bbl,-1.33875773306463,-0.0882552679257136,-0.187898819724054,-0.936480139193469,0.78515087265613,0.895520622962542,1.06447749893727,8.76045304631527
dodge,gas,turbo,two,hatchback,fwd,front,-0.858306679229227,-1.37035210191528,-0.989096284218932,-1.23464235946564,-0.824296425339638,ohc,cuatro-o-menos,-0.712766639415141,mpfi,-1.1166491239872,0.427647465862386,-0.639725481668964,-0.0138478765915092,0.78515087265613,-0.193214386870164,-0.107202698474534,8.98180732337753
dodge,gas,std,four,hatchback,fwd,front,-0.858306679229227,-1.37035210191528,-0.989096284218932,-1.31692357476496,-1.14038922406597,ohc,cuatro-o-menos,-0.920545344218353,2bbl,-1.33875773306463,-0.0882552679257136,-0.187898819724054,-0.936480139193469,0.78515087265613,0.895520622962542,1.06447749893727,8.73697108525415
dodge,gas,std,four,sedan,fwd,front,-0.858306679229227,-1.37035210191528,-0.989096284218932,-1.31692357476496,-1.09719641927107,ohc,cuatro-o-menos,-0.920545344218353,2bbl,-1.33875773306463,-0.0882552679257136,-0.187898819724054,-0.936480139193469,0.78515087265613,0.895520622962542,1.06447749893727,8.80866806210672
dodge,gas,turbo,four,sedan,fwd,front,-0.858306679229227,-1.37035210191528,-0.989096284218932,-1.31692357476496,-0.700607938881509,ohc,cuatro-o-menos,-0.712766639415141,mpfi,-1.1166491239872,0.427647465862386,-0.639725481668964,-0.0138478765915092,0.78515087265613,-0.193214386870164,-0.107202698474534,9.05462179697676
dodge,gas,std,four,wagon,fwd,front,0.756187169267386,0.0398756368539356,-0.607805317227426,2.46801232900388,-0.025229536633948,ohc,cuatro-o-menos,-0.0894305250055059,2bbl,0.0309120229128373,0.65335491189468,-0.413812150696509,-0.393755278839375,-0.265326846621726,-0.193214386870164,-0.107202698474534,9.09616332691378
dodge,gas,turbo,two,hatchback,fwd,front,-0.488318505615419,-0.0742468391158278,0.202437987629528,-1.4814860053636,0.516643832611188,ohc,cuatro-o-menos,0.793628970408144,mfi,0.993382662248355,2.07208742981195,-0.790334368983933,1.15301057316979,-0.265326846621726,-0.970882251036382,-0.985962846533387,9.46993156426144
honda,gas,std,two,hatchback,fwd,front,-2.05235942134652,-2.40560599106956,-0.941434913344993,-1.23464235946564,-1.6390697885162,ohc,cuatro-o-menos,-0.86860066801755,1bbl,-1.56086634214205,0.492135307585899,-0.137695857285731,-1.20784256937052,-0.685517934332868,3.69512493396093,3.40783789376088,8.77632145644996
honda,gas,std,two,hatchback,fwd,front,-2.05235942134652,-2.40560599106956,-0.941434913344993,-1.23464235946564,-1.43095900177713,ohc,cuatro-o-menos,-0.86860066801755,1bbl,-1.56086634214205,0.492135307585899,-0.238101782162378,-0.719390195051831,1.83562859193399,0.895520622962542,1.06447749893727,8.83273359199642
honda,gas,std,two,hatchback,fwd,front,-0.858306679229227,-1.96541929804333,-0.893773542471054,-0.494111421771731,-1.39561943421766,ohc,cuatro-o-menos,-1.20624106332277,1bbl,-1.56086634214205,-0.604158001713814,-0.0121884511899231,-1.15357008333511,0.78515087265613,1.98425563279525,1.65031759764317,8.59396903021829
honda,gas,std,two,hatchback,fwd,front,-0.858306679229227,-1.96541929804333,-0.893773542471054,-0.494111421771731,-1.19339857540517,ohc,cuatro-o-menos,-0.86860066801755,1bbl,-1.56086634214205,0.492135307585899,-0.238101782162378,-0.719390195051831,1.83562859193399,0.739987050129299,0.478637400231368,8.78400907118663
honda,gas,std,two,hatchback,fwd,front,-0.858306679229227,-1.96541929804333,-0.893773542471054,-0.494111421771731,-1.16198562646342,ohc,cuatro-o-menos,-0.86860066801755,1bbl,-1.56086634214205,0.492135307585899,-0.238101782162378,-0.719390195051831,1.83562859193399,0.739987050129299,0.478637400231368,8.87192625111763
honda,gas,std,four,sedan,fwd,front,-0.387412640084382,-0.873104170904167,-0.893773542471054,0.287560123571834,-1.05596692378502,ohc,cuatro-o-menos,-0.86860066801755,1bbl,-1.56086634214205,0.492135307585899,-0.238101782162378,-0.719390195051831,1.83562859193399,0.739987050129299,0.478637400231368,8.89494446095689
honda,gas,std,four,wagon,fwd,front,-0.387412640084382,-1.3866553127681,-0.941434913344993,1.85090321425896,-1.02848059346099,ohc,cuatro-o-menos,-0.86860066801755,1bbl,-1.52384824062915,0.492135307585899,-0.238101782162378,-0.719390195051831,1.83562859193399,0.739987050129299,0.478637400231368,8.89494446095689
honda,gas,std,two,hatchback,fwd,front,-0.387412640084382,-0.53888834842129,-0.321837091983792,-0.206127168224103,-0.612259019982846,ohc,cuatro-o-menos,-0.401098582210323,1bbl,-0.672431905832348,1.04028196223575,-0.288304744600701,-0.448027764874784,1.41543750422284,0.273386331629567,0.332177375554893,8.97398492668974
honda,gas,std,two,hatchback,fwd,front,-0.387412640084382,-0.53888834842129,-0.321837091983792,-0.206127168224103,-0.508203626613309,ohc,cuatro-o-menos,-0.401098582210323,1bbl,-0.672431905832348,1.04028196223575,-0.288304744600701,-0.448027764874784,1.41543750422284,0.273386331629567,0.332177375554893,9.11548009095222
honda,gas,std,four,sedan,fwd,front,-0.387412640084382,0.10508848026523,-0.321837091983792,0.122997692973189,-0.478753986980421,ohc,cuatro-o-menos,-0.401098582210323,1bbl,-0.672431905832348,1.04028196223575,-0.288304744600701,-0.448027764874784,1.41543750422284,0.273386331629567,0.332177375554893,9.08760760659389
honda,gas,std,four,sedan,fwd,front,-0.387412640084382,0.10508848026523,-1.60869410558013,0.122997692973189,-0.345248953977996,ohc,cuatro-o-menos,-0.401098582210323,1bbl,-0.672431905832348,1.04028196223575,-0.288304744600701,-0.448027764874784,1.41543750422284,0.273386331629567,0.332177375554893,9.23941361946189
honda,gas,std,four,sedan,fwd,front,-0.387412640084382,0.10508848026523,-0.321837091983792,0.122997692973189,-0.162661188254091,ohc,cuatro-o-menos,-0.401098582210323,mpfi,-0.672431905832348,1.04028196223575,-0.288304744600701,-0.0409841196092139,1.41543750422284,-0.193214386870164,-0.400122747827485,9.46846489218564
honda,gas,std,two,sedan,fwd,front,-0.387412640084382,-0.408462661598705,0.0594538750077139,-1.15236114416631,-0.500350389377872,ohc,cuatro-o-menos,-0.401098582210323,2bbl,-0.672431905832348,1.04028196223575,-0.263203263381539,-0.0681203626269186,0.78515087265613,-0.03768081403692,0.0392573262019418,9.24425859017964
isuzu,gas,std,four,sedan,rwd,front,-0.75740081369819,-0.278036974776119,-1.9423237016977,-0.123845952924779,-0.413964779788068,ohc,cuatro-o-menos,-0.375126244109922,2bbl,-0.0801422816258754,-0.0882552679257136,-0.413812150696509,-0.665117709016422,-0.685517934332868,-0.193214386870164,-0.253662723151009,8.82246957226897
isuzu,gas,std,two,hatchback,rwd,front,-0.471500861360247,-0.123156471674297,-0.321837091983792,-0.987798713567667,0.365469015829031,ohc,cuatro-o-menos,-0.16734753930671,spfi,0.364074936528979,-0.0882552679257136,-0.238101782162378,-0.339482792803966,-0.265326846621726,-0.193214386870164,-0.253662723151009,9.31000469508913
jaguar,gas,std,four,sedan,rwd,front,2.38749866201917,2.07777699345685,1.77526322646949,-0.41183020647241,2.98059701522947,dohc,cinco-seis,3.44280745664909,mpfi,1.10443696678707,2.94267329307937,-0.514218075573155,1.99423410671864,-0.790565706260654,-1.59301654236936,-1.71826296991577,10.3812733222239
jaguar,gas,std,two,sedan,rwd,front,0.537557793950137,1.43380016477033,2.25187693520888,-2.46886058895547,2.75285313540181,ohcv,ocho-doce,4.01419889485793,mpfi,0.771274053170928,-1.60371954842826,0.33923228587834,4.32795100624124,-0.265326846621726,-1.90408368803584,-2.01118301926872,10.4912742174382
mazda,gas,std,two,hatchback,fwd,front,-0.959212544760267,-1.22362320423987,-0.798450800723175,0.122997692973189,-1.29156404084813,ohc,cuatro-o-menos,-0.894573006117951,2bbl,-1.1166491239872,-0.346206634819764,-0.288304744600701,-0.936480139193469,-0.265326846621726,0.739987050129299,0.0392573262019418,8.55545190353333
mazda,gas,std,two,hatchback,fwd,front,-0.959212544760267,-1.22362320423987,-0.798450800723175,0.122997692973189,-1.27193094775953,ohc,cuatro-o-menos,-0.894573006117951,2bbl,-1.1166491239872,-0.346206634819764,-0.288304744600701,-0.936480139193469,-0.265326846621726,0.895520622962542,1.06447749893727,8.71522404191537
mazda,gas,std,two,hatchback,fwd,front,-0.959212544760267,-1.22362320423987,-0.798450800723175,0.122997692973189,-1.26211440121524,ohc,cuatro-o-menos,-0.894573006117951,2bbl,-1.1166491239872,-0.346206634819764,-0.288304744600701,-0.936480139193469,-0.265326846621726,0.895520622962542,1.06447749893727,8.82394232658524
mazda,gas,std,four,sedan,fwd,front,-0.959212544760267,-0.595949586406171,-0.798450800723175,0.122997692973189,-1.18358202886087,ohc,cuatro-o-menos,-0.894573006117951,2bbl,-1.1166491239872,-0.346206634819764,-0.288304744600701,-0.936480139193469,-0.265326846621726,0.895520622962542,1.06447749893727,8.80911625812527
mazda,gas,std,four,sedan,fwd,front,-0.959212544760267,-0.595949586406171,-0.798450800723175,0.122997692973189,-1.17376548231657,ohc,cuatro-o-menos,-0.894573006117951,2bbl,-0.931558616422678,-0.346206634819764,-0.288304744600701,-0.936480139193469,-0.265326846621726,0.895520622962542,1.06447749893727,8.9085593751449
mazda,gas,std,two,hatchback,rwd,front,-0.589224371146459,-0.416614267025116,-0.0835302376140999,-1.72832965126157,-0.329542479507122,rotor,cuatro-o-menos,-1.43999210622638,4bbl,1.06741886527416,0.459891386724142,-0.187898819724054,-0.0409841196092139,1.83562859193399,-1.28194939670287,-1.13242287120986,9.30063800995696
mazda,gas,std,two,hatchback,rwd,front,-0.589224371146459,-0.416614267025116,-0.0835302376140999,-1.72832965126157,-0.329542479507122,rotor,cuatro-o-menos,-1.43999210622638,4bbl,1.06741886527416,0.459891386724142,-0.187898819724054,-0.0409841196092139,1.83562859193399,-1.28194939670287,-1.13242287120986,9.37966111659289
mazda,gas,std,two,hatchback,rwd,front,-0.589224371146459,-0.416614267025116,-0.0835302376140999,-1.72832965126157,-0.319725932962826,rotor,cuatro-o-menos,-1.43999210622638,4bbl,1.06741886527416,0.459891386724142,-0.187898819724054,-0.0409841196092139,1.83562859193399,-1.28194939670287,-1.13242287120986,9.52112843314244
mazda,gas,std,two,hatchback,rwd,front,-0.589224371146459,-0.416614267025116,-0.0835302376140999,-1.72832965126157,-0.0939453624440197,rotor,cuatro-o-menos,-1.18026872522237,mpfi,1.06741886527416,0.459891386724142,-0.187898819724054,0.881648142992746,1.83562859193399,-1.43748296953611,-1.13242287120986,9.65790665610298
mazda,gas,std,two,hatchback,fwd,front,-0.000606822215401653,0.300727010499109,0.297760729377406,-0.0415647376254557,-0.319725932962826,ohc,cuatro-o-menos,-0.0894305250055059,2bbl,0.216002530477361,0.427647465862386,-0.388710669477347,-0.502300250910194,-0.685517934332868,0.117852758796324,0.185717350878417,9.08760760659389
mazda,gas,std,four,sedan,fwd,front,-0.000606822215401653,0.300727010499109,0.297760729377406,0.698966200068446,-0.270643200241347,ohc,cuatro-o-menos,-0.0894305250055059,2bbl,0.216002530477361,0.427647465862386,-0.388710669477347,-0.502300250910194,-0.685517934332868,0.117852758796324,0.185717350878417,9.04723303410603
mazda,diesel,std,four,sedan,fwd,front,-0.000606822215401653,0.300727010499109,0.297760729377406,0.698966200068446,-0.205853993048993,ohc,cuatro-o-menos,-0.0894305250055059,idi,0.216002530477361,0.427647465862386,3.15059818242444,-1.04502511126429,-1.00066125011623,1.67318848712876,1.65031759764317,9.28683834294891
mazda,gas,std,four,hatchback,fwd,front,-0.000606822215401653,0.300727010499109,0.297760729377406,0.698966200068446,-0.241193560608459,ohc,cuatro-o-menos,-0.0894305250055059,2bbl,0.216002530477361,0.427647465862386,-0.388710669477347,-0.502300250910194,-0.685517934332868,0.117852758796324,0.185717350878417,9.32767886439342
mazda,gas,std,four,sedan,rwd,front,1.02526947735016,0.0724820585595826,0.10711524588165,0.246419515922172,0.239817220062043,ohc,cuatro-o-menos,0.37807156080172,mpfi,1.58567228645483,-0.313962713958007,-0.539319556792317,0.474604497727175,-0.265326846621726,-0.970882251036382,-0.54658277250396,9.81356284500814
mazda,diesel,std,four,sedan,rwd,front,1.02526947735016,0.0724820585595826,0.10711524588165,0.246419515922172,0.298716499327818,ohc,cuatro-o-menos,0.222237532199312,idi,0.364074936528979,1.23374548740629,2.97488781389031,-0.82793516712265,-1.9460911974663,0.895520622962542,1.21093752361375,9.81705782453774
mercedes-benz,diesel,turbo,four,sedan,rwd,front,1.88296933436398,1.36858732135903,2.10889282258706,1.11037227656506,1.89881358604806,ohc,cinco-seis,1.49488209911898,idi,0.919346459222546,1.23374548740629,2.8493804077945,0.556013226780289,-1.63094788168294,-0.504281532536651,-0.839502821856912,10.1484708704548
mercedes-benz,diesel,turbo,four,wagon,rwd,front,1.88296933436398,1.36858732135903,2.10889282258706,2.01546564485761,2.36019127362997,ohc,cinco-seis,1.49488209911898,idi,0.919346459222546,1.23374548740629,2.8493804077945,0.556013226780289,-1.63094788168294,-0.504281532536651,-0.839502821856912,10.2487779376082
mercedes-benz,diesel,turbo,two,hardtop,rwd,front,1.32798707394327,1.09143273686104,2.10889282258706,0.452122554170478,1.85954739987087,ohc,cinco-seis,1.49488209911898,idi,0.919346459222546,1.23374548740629,2.8493804077945,0.556013226780289,-1.63094788168294,-0.504281532536651,-0.839502821856912,10.246225830736
mercedes-benz,diesel,turbo,four,sedan,rwd,front,2.82475741265367,2.32232515624919,2.7761520148222,1.02809106126574,2.39945745980715,ohc,cinco-seis,1.49488209911898,idi,0.919346459222546,1.23374548740629,2.8493804077945,0.556013226780289,-1.63094788168294,-0.504281532536651,-0.839502821856912,10.360912399575
mercedes-benz,gas,std,four,sedan,rwd,front,2.82475741265367,2.32232515624919,2.7761520148222,1.11037227656506,2.34055818054138,ohcv,ocho-doce,2.81947134223946,mpfi,0.475129241067692,-0.507426239128544,-0.464015113134832,1.42437300334684,-0.790565706260654,-1.43748296953611,-1.86472299459224,10.4395129773239
mercedes-benz,gas,std,two,convertible,rwd,front,-0.37059499582921,0.5045171461594,2.20421556433494,-1.23464235946564,2.23257616855412,ohcv,ocho-doce,2.81947134223946,mpfi,0.475129241067692,-0.507426239128544,-0.464015113134832,1.42437300334684,-0.790565706260654,-1.43748296953611,-1.86472299459224,10.4647020618352
mercedes-benz,gas,std,four,sedan,rwd,front,3.71609255817785,2.77066345470183,2.7761520148222,1.19265349186438,2.65468766995885,ohcv,ocho-doce,4.01419889485793,mpfi,1.73374469250644,0.298671782415361,-0.539319556792317,2.21132405086028,-1.31580456589958,-1.7485501152026,-2.15764304394519,10.6203512597134
mercedes-benz,gas,std,two,hardtop,rwd,front,2.21932221946744,2.0451705717512,2.91913612744402,0.657825592418785,2.2914754478199,ohcv,ocho-doce,4.01419889485793,mpfi,1.73374469250644,0.298671782415361,-0.539319556792317,2.21132405086028,-1.31580456589958,-1.7485501152026,-2.15764304394519,10.7232673840294
mercury,gas,turbo,two,hatchback,rwd,front,0.655281303736349,0.349636643057579,1.01268129248648,0.410981946520816,0.711011454188248,ohc,cuatro-o-menos,0.37807156080172,mpfi,1.65970848948063,-0.442938397405032,-0.539319556792317,1.96709786370093,-0.265326846621726,-0.970882251036382,-0.985962846533387,9.71129746154357
mitsubishi,gas,std,two,hatchback,fwd,front,-0.858306679229227,-1.37035210191528,-0.703128058975297,-1.23464235946564,-1.23659138020007,ohc,cuatro-o-menos,-0.86860066801755,2bbl,-1.33875773306463,-0.0882552679257136,-0.187898819724054,-0.936480139193469,0.78515087265613,1.828722059962,1.5038575729667,8.5921151179335
mitsubishi,gas,std,two,hatchback,fwd,front,-0.858306679229227,-1.37035210191528,-0.703128058975297,-1.23464235946564,-1.18554533816973,ohc,cuatro-o-menos,-0.86860066801755,2bbl,-1.33875773306463,-0.0882552679257136,-0.187898819724054,-0.936480139193469,0.78515087265613,0.895520622962542,1.06447749893727,8.73052880173936
